Type,DataName,D1,D2,D3,D4,D5,D6
UI,admin_add_user_locator,"xpath=//main//button[contains(.,'Add User')]","xpath=//main//button[contains(.,'Add User')]","xpath=//main//button[contains(.,'Add User')]","xpath=//main//button[contains(.,'Add User')]","xpath=//main//button[contains(.,'Add User')]","xpath=//main//button[contains(.,'Add User')]"
UI,admin_make_admin_locator,"xpath=//main//button[contains(.,'Make Admin')]","xpath=//main//button[contains(.,'Make Admin')]","xpath=//main//button[contains(.,'Make Admin')]","xpath=//main//button[contains(.,'Make Admin')]","xpath=//main//button[contains(.,'Make Admin')]","xpath=//main//button[contains(.,'Make Admin')]"
UI,admin_revoke_admin_locator,"xpath=//main//button[contains(.,'Revoke Admin')]","xpath=//main//button[contains(.,'Revoke Admin')]","xpath=//main//button[contains(.,'Revoke Admin')]","xpath=//main//button[contains(.,'Revoke Admin')]","xpath=//main//button[contains(.,'Revoke Admin')]","xpath=//main//button[contains(.,'Revoke Admin')]"
UI,admin_adjust_xp_locator,"xpath=//main//button[contains(.,'Adjust XP')]","xpath=//main//button[contains(.,'Adjust XP')]","xpath=//main//button[contains(.,'Adjust XP')]","xpath=//main//button[contains(.,'Adjust XP')]","xpath=//main//button[contains(.,'Adjust XP')]","xpath=//main//button[contains(.,'Adjust XP')]"
UI,admin_broadcast_btn_locator,"xpath=//main//button[normalize-space()='Broadcast']","xpath=//main//button[normalize-space()='Broadcast']","xpath=//main//button[normalize-space()='Broadcast']","xpath=//main//button[normalize-space()='Broadcast']","xpath=//main//button[normalize-space()='Broadcast']","xpath=//main//button[normalize-space()='Broadcast']"
UI,admin_clients_tab_locator,"xpath=//main//*[@role='tab' and normalize-space()='Clients']","xpath=//main//*[@role='tab' and normalize-space()='Clients']","xpath=//main//*[@role='tab' and normalize-space()='Clients']","xpath=//main//*[@role='tab' and normalize-space()='Clients']","xpath=//main//*[@role='tab' and normalize-space()='Clients']","xpath=//main//*[@role='tab' and normalize-space()='Clients']"
UI,admin_projects_tab_locator,"xpath=//main//*[@role='tab' and normalize-space()='Projects']","xpath=//main//*[@role='tab' and normalize-space()='Projects']","xpath=//main//*[@role='tab' and normalize-space()='Projects']","xpath=//main//*[@role='tab' and normalize-space()='Projects']","xpath=//main//*[@role='tab' and normalize-space()='Projects']","xpath=//main//*[@role='tab' and normalize-space()='Projects']"
UI,admin_consultants_tab_locator,"xpath=//main//*[@role='tab' and normalize-space()='Consultants']","xpath=//main//*[@role='tab' and normalize-space()='Consultants']","xpath=//main//*[@role='tab' and normalize-space()='Consultants']","xpath=//main//*[@role='tab' and normalize-space()='Consultants']","xpath=//main//*[@role='tab' and normalize-space()='Consultants']","xpath=//main//*[@role='tab' and normalize-space()='Consultants']"
UI,admin_xp_payments_tab_locator,"xpath=//main//*[@role='tab' and contains(.,'XP') and contains(.,'Payments')]","xpath=//main//*[@role='tab' and contains(.,'XP') and contains(.,'Payments')]","xpath=//main//*[@role='tab' and contains(.,'XP') and contains(.,'Payments')]","xpath=//main//*[@role='tab' and contains(.,'XP') and contains(.,'Payments')]","xpath=//main//*[@role='tab' and contains(.,'XP') and contains(.,'Payments')]","xpath=//main//*[@role='tab' and contains(.,'XP') and contains(.,'Payments')]"
UI,admin_live_activity_tab_locator,"xpath=//main//*[@role='tab' and contains(.,'Live Activity')]","xpath=//main//*[@role='tab' and contains(.,'Live Activity')]","xpath=//main//*[@role='tab' and contains(.,'Live Activity')]","xpath=//main//*[@role='tab' and contains(.,'Live Activity')]","xpath=//main//*[@role='tab' and contains(.,'Live Activity')]","xpath=//main//*[@role='tab' and contains(.,'Live Activity')]"
UI,admin_gtm_tab_locator,"xpath=//main//*[@role='tab' and normalize-space()='GTM']","xpath=//main//*[@role='tab' and normalize-space()='GTM']","xpath=//main//*[@role='tab' and normalize-space()='GTM']","xpath=//main//*[@role='tab' and normalize-space()='GTM']","xpath=//main//*[@role='tab' and normalize-space()='GTM']","xpath=//main//*[@role='tab' and normalize-space()='GTM']"
UI,admin_access_denied_heading_locator,"xpath=//*[self::h1 or self::h2][normalize-space()='Admin Access Required']","xpath=//*[self::h1 or self::h2][normalize-space()='Admin Access Required']","xpath=//*[self::h1 or self::h2][normalize-space()='Admin Access Required']","xpath=//*[self::h1 or self::h2][normalize-space()='Admin Access Required']","xpath=//*[self::h1 or self::h2][normalize-space()='Admin Access Required']","xpath=//*[self::h1 or self::h2][normalize-space()='Admin Access Required']"
UI,admin_access_denied_msg_locator,"xpath=//p[contains(.,'Only administrators can view this page')]","xpath=//p[contains(.,'Only administrators can view this page')]","xpath=//p[contains(.,'Only administrators can view this page')]","xpath=//p[contains(.,'Only administrators can view this page')]","xpath=//p[contains(.,'Only administrators can view this page')]","xpath=//p[contains(.,'Only administrators can view this page')]"
UI,arena_title_locator,"xpath=//h1[normalize-space()='Arena']","xpath=//h1[normalize-space()='Arena']","xpath=//h1[normalize-space()='Arena']","xpath=//h1[normalize-space()='Arena']","xpath=//h1[normalize-space()='Arena']","xpath=//h1[normalize-space()='Arena']"
UI,timeout,30,30,30,30,30,30
UI,perf_max_page_load_ms,12000,12000,12000,12000,12000,12000
UI,perf_max_login_ms,12000,12000,12000,12000,12000,12000
UI,perf_max_dashboard_ms,15000,15000,15000,15000,15000,15000
UI,perf_max_build_ms,15000,15000,15000,15000,15000,15000
UI,perf_max_jobs_ms,15000,15000,15000,15000,15000,15000
UI,perf_max_brahl_nav_ms,25000,25000,25000,25000,25000,25000
