PlanId,PlanName,DesignId,Run,Tags,Output
PJ_P3_Head_atomic77_net,P3 networker Atomic77 panel heading,D3,Y,Journey;qoa_web;Regression;P3;Panel;Atomic77;networker,pj_p3_atomic77_head
PJ_P3_Head_cost_net,P3 networker Cost panel heading,D3,Y,Journey;qoa_web;Regression;P3;Panel;Cost;networker,pj_p3_cost_head
PJ_P3_Head_promote_net,P3 networker Promote panel heading,D3,Y,Journey;qoa_web;Regression;P3;Panel;Promote;networker,pj_p3_promote_head
PReuse_J_P4_Shell_Client,Journey shell P4 as Creator,D4,Y,Journey;Reuse;P4;client,shell_p4_client
PJ_P4_Head_build_cli,P4 client Build panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Build;client,pj_p4_build_head
PJ_P4_Head_run_cli,P4 client Run panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Run;client,pj_p4_run_head
PJ_P4_Head_analyze_cli,P4 client Analyze panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Analyze;client,pj_p4_analyze_head
PJ_P4_Head_heal_cli,P4 client Heal panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Heal;client,pj_p4_heal_head
PJ_P4_Head_loop_cli,P4 client Loop panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Loop;client,pj_p4_loop_head
PJ_P4_Head_brahl_cli,P4 client BRAHL panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;BRAHL;client,pj_p4_brahl_head
PJ_P4_Head_atomic77_cli,P4 client Atomic77 panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Atomic77;client,pj_p4_atomic77_head
PJ_P4_Head_cost_cli,P4 client Cost panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Cost;client,pj_p4_cost_head
PJ_P4_Head_build_con,P4 consultant Build panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Build;consultant,pj_p4_build_head
PJ_P4_Head_run_con,P4 consultant Run panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Run;consultant,pj_p4_run_head
PJ_P4_Head_analyze_con,P4 consultant Analyze panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Analyze;consultant,pj_p4_analyze_head
PJ_P4_Head_heal_con,P4 consultant Heal panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Heal;consultant,pj_p4_heal_head
PJ_P4_Head_loop_con,P4 consultant Loop panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Loop;consultant,pj_p4_loop_head
PJ_P4_Head_brahl_con,P4 consultant BRAHL panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;BRAHL;consultant,pj_p4_brahl_head
PJ_P4_Head_atomic77_con,P4 consultant Atomic77 panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Atomic77;consultant,pj_p4_atomic77_head
PJ_P4_Head_cost_con,P4 consultant Cost panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Cost;consultant,pj_p4_cost_head
PJ_P4_Head_atomic77_net,P4 networker Atomic77 panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Atomic77;networker,pj_p4_atomic77_head
PJ_P4_Head_cost_net,P4 networker Cost panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Cost;networker,pj_p4_cost_head
PJ_P4_Head_promote_net,P4 networker Promote panel heading,D4,Y,Journey;qoa_web;Regression;P4;Panel;Promote;networker,pj_p4_promote_head
PJ_P5_Head_build_cli,P5 client Build panel heading,D5,Y,Journey;qoa_web;Regression;P5;Panel;Build;client,pj_p5_build_head
PJ_P5_Head_run_cli,P5 client Run panel heading,D5,Y,Journey;qoa_web;Regression;P5;Panel;Run;client,pj_p5_run_head
PJ_P5_Head_analyze_cli,P5 client Analyze panel heading,D5,Y,Journey;qoa_web;Regression;P5;Panel;Analyze;client,pj_p5_analyze_head
PJ_P5_Head_heal_cli,P5 client Heal panel heading,D5,Y,Journey;qoa_web;Regression;P5;Panel;Heal;client,pj_p5_heal_head
PJ_P5_Head_loop_cli,P5 client Loop panel heading,D5,Y,Journey;qoa_web;Regression;P5;Panel;Loop;client,pj_p5_loop_head
PJ_P5_Head_brahl_cli,P5 client BRAHL panel heading,D5,Y,Journey;qoa_web;Regression;P5;Panel;BRAHL;client,pj_p5_brahl_head
PJ_P5_Head_atomic77_cli,P5 client Atomic77 panel heading,D5,Y,Journey;qoa_web;Regression;P5;Panel;Atomic77;client,pj_p5_atomic77_head
PJ_P5_Head_cost_cli,P5 client Cost panel heading,D5,Y,Journey;qoa_web;Regression;P5;Panel;Cost;client,pj_p5_cost_head
PJ_P5_Head_atomic77_net,P5 networker Atomic77 panel heading,D5,Y,Journey;qoa_web;Regression;P5;Panel;Atomic77;networker,pj_p5_atomic77_head
PJ_P5_Head_cost_net,P5 networker Cost panel heading,D5,Y,Journey;qoa_web;Regression;P5;Panel;Cost;networker,pj_p5_cost_head
PJ_P5_Head_promote_net,P5 networker Promote panel heading,D5,Y,Journey;qoa_web;Regression;P5;Panel;Promote;networker,pj_p5_promote_head
PJ_P6_Head_build_cli,P6 client Build panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Build;client,pj_p6_build_head
PJ_P6_Head_run_cli,P6 client Run panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Run;client,pj_p6_run_head
PJ_P6_Head_analyze_cli,P6 client Analyze panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Analyze;client,pj_p6_analyze_head
PJ_P6_Head_heal_cli,P6 client Heal panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Heal;client,pj_p6_heal_head
PJ_P6_Head_loop_cli,P6 client Loop panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Loop;client,pj_p6_loop_head
PJ_P6_Head_brahl_cli,P6 client BRAHL panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;BRAHL;client,pj_p6_brahl_head
PJ_P6_Head_atomic77_cli,P6 client Atomic77 panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Atomic77;client,pj_p6_atomic77_head
PJ_P6_Head_cost_cli,P6 client Cost panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Cost;client,pj_p6_cost_head
PJ_P6_Head_build_con,P6 consultant Build panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Build;consultant,pj_p6_build_head
PJ_P6_Head_run_con,P6 consultant Run panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Run;consultant,pj_p6_run_head
PJ_P6_Head_analyze_con,P6 consultant Analyze panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Analyze;consultant,pj_p6_analyze_head
PJ_P6_Head_heal_con,P6 consultant Heal panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Heal;consultant,pj_p6_heal_head
PJ_P6_Head_loop_con,P6 consultant Loop panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Loop;consultant,pj_p6_loop_head
PJ_P6_Head_brahl_con,P6 consultant BRAHL panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;BRAHL;consultant,pj_p6_brahl_head
PJ_P6_Head_atomic77_con,P6 consultant Atomic77 panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Atomic77;consultant,pj_p6_atomic77_head
PJ_P6_Head_cost_con,P6 consultant Cost panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Cost;consultant,pj_p6_cost_head
PJ_P6_Head_atomic77_net,P6 networker Atomic77 panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Atomic77;networker,pj_p6_atomic77_head
PJ_P6_Head_cost_net,P6 networker Cost panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Cost;networker,pj_p6_cost_head
PJ_P6_Head_promote_net,P6 networker Promote panel heading,D6,Y,Journey;qoa_web;Regression;P6;Panel;Promote;networker,pj_p6_promote_head
PJ_P7_Head_build_cli,P7 client Build panel heading,D7,Y,Journey;qoa_web;Regression;P7;Panel;Build;client,pj_p7_build_head
PJ_P7_Head_run_cli,P7 client Run panel heading,D7,Y,Journey;qoa_web;Regression;P7;Panel;Run;client,pj_p7_run_head
PJ_P7_Head_analyze_cli,P7 client Analyze panel heading,D7,Y,Journey;qoa_web;Regression;P7;Panel;Analyze;client,pj_p7_analyze_head
PJ_P7_Head_heal_cli,P7 client Heal panel heading,D7,Y,Journey;qoa_web;Regression;P7;Panel;Heal;client,pj_p7_heal_head
PJ_P7_Head_loop_cli,P7 client Loop panel heading,D7,Y,Journey;qoa_web;Regression;P7;Panel;Loop;client,pj_p7_loop_head
PJ_P7_Head_brahl_cli,P7 client BRAHL panel heading,D7,Y,Journey;qoa_web;Regression;P7;Panel;BRAHL;client,pj_p7_brahl_head
PJ_P7_Head_atomic77_cli,P7 client Atomic77 panel heading,D7,Y,Journey;qoa_web;Regression;P7;Panel;Atomic77;client,pj_p7_atomic77_head
PJ_P7_Head_cost_cli,P7 client Cost panel heading,D7,Y,Journey;qoa_web;Regression;P7;Panel;Cost;client,pj_p7_cost_head
PJ_P7_Head_atomic77_net,P7 networker Atomic77 panel heading,D7,Y,Journey;qoa_web;Regression;P7;Panel;Atomic77;networker,pj_p7_atomic77_head
PJ_P7_Head_cost_net,P7 networker Cost panel heading,D7,Y,Journey;qoa_web;Regression;P7;Panel;Cost;networker,pj_p7_cost_head
PJ_P7_Head_promote_net,P7 networker Promote panel heading,D7,Y,Journey;qoa_web;Regression;P7;Panel;Promote;networker,pj_p7_promote_head
PReuse_J_P8_Shell_Client,Journey shell P8 as Creator,D8,Y,Journey;Reuse;P8;client,shell_p8_client
PJ_P8_Head_build_cli,P8 client Build panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Build;client,pj_p8_build_head
PJ_P8_Head_run_cli,P8 client Run panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Run;client,pj_p8_run_head
PJ_P8_Head_analyze_cli,P8 client Analyze panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Analyze;client,pj_p8_analyze_head
PJ_P8_Head_heal_cli,P8 client Heal panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Heal;client,pj_p8_heal_head
PJ_P8_Head_loop_cli,P8 client Loop panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Loop;client,pj_p8_loop_head
PJ_P8_Head_brahl_cli,P8 client BRAHL panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;BRAHL;client,pj_p8_brahl_head
PJ_P8_Head_atomic77_cli,P8 client Atomic77 panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Atomic77;client,pj_p8_atomic77_head
PJ_P8_Head_cost_cli,P8 client Cost panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Cost;client,pj_p8_cost_head
PJ_P8_Head_build_con,P8 consultant Build panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Build;consultant,pj_p8_build_head
PJ_P8_Head_run_con,P8 consultant Run panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Run;consultant,pj_p8_run_head
PJ_P8_Head_analyze_con,P8 consultant Analyze panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Analyze;consultant,pj_p8_analyze_head
PJ_P8_Head_heal_con,P8 consultant Heal panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Heal;consultant,pj_p8_heal_head
PJ_P8_Head_loop_con,P8 consultant Loop panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Loop;consultant,pj_p8_loop_head
PJ_P8_Head_brahl_con,P8 consultant BRAHL panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;BRAHL;consultant,pj_p8_brahl_head
PJ_P8_Head_atomic77_con,P8 consultant Atomic77 panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Atomic77;consultant,pj_p8_atomic77_head
PJ_P8_Head_cost_con,P8 consultant Cost panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Cost;consultant,pj_p8_cost_head
PJ_P8_Head_atomic77_net,P8 networker Atomic77 panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Atomic77;networker,pj_p8_atomic77_head
PJ_P8_Head_cost_net,P8 networker Cost panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Cost;networker,pj_p8_cost_head
PJ_P8_Head_promote_net,P8 networker Promote panel heading,D8,Y,Journey;qoa_web;Regression;P8;Panel;Promote;networker,pj_p8_promote_head
PJ_P9_Head_build_cli,P9 client Build panel heading,D9,Y,Journey;qoa_web;Regression;P9;Panel;Build;client,pj_p9_build_head
PJ_P9_Head_run_cli,P9 client Run panel heading,D9,Y,Journey;qoa_web;Regression;P9;Panel;Run;client,pj_p9_run_head
PJ_P9_Head_analyze_cli,P9 client Analyze panel heading,D9,Y,Journey;qoa_web;Regression;P9;Panel;Analyze;client,pj_p9_analyze_head
PJ_P9_Head_heal_cli,P9 client Heal panel heading,D9,Y,Journey;qoa_web;Regression;P9;Panel;Heal;client,pj_p9_heal_head
PJ_P9_Head_loop_cli,P9 client Loop panel heading,D9,Y,Journey;qoa_web;Regression;P9;Panel;Loop;client,pj_p9_loop_head
PJ_P9_Head_brahl_cli,P9 client BRAHL panel heading,D9,Y,Journey;qoa_web;Regression;P9;Panel;BRAHL;client,pj_p9_brahl_head
PJ_P9_Head_atomic77_cli,P9 client Atomic77 panel heading,D9,Y,Journey;qoa_web;Regression;P9;Panel;Atomic77;client,pj_p9_atomic77_head
PJ_P9_Head_cost_cli,P9 client Cost panel heading,D9,Y,Journey;qoa_web;Regression;P9;Panel;Cost;client,pj_p9_cost_head
PJ_P9_Head_atomic77_net,P9 networker Atomic77 panel heading,D9,Y,Journey;qoa_web;Regression;P9;Panel;Atomic77;networker,pj_p9_atomic77_head
PJ_P9_Head_cost_net,P9 networker Cost panel heading,D9,Y,Journey;qoa_web;Regression;P9;Panel;Cost;networker,pj_p9_cost_head
PJ_P9_Head_promote_net,P9 networker Promote panel heading,D9,Y,Journey;qoa_web;Regression;P9;Panel;Promote;networker,pj_p9_promote_head
PJ_P1_Build_ChatInput,P1 Creator Build chat visible,D1,Y,Journey;qoa_web;Regression;P1;Build;ChatInput;Creator,pj_p1_build_chatinput
PJ_P1_Build_Budget,P1 Creator Budget block,D1,Y,Journey;qoa_web;Regression;P1;Build;Budget;Creator,pj_p1_build_budget
PJ_P1_Build_Checklist,P1 Creator Build checklist,D1,Y,Journey;qoa_web;Regression;P1;Build;Checklist;Creator,pj_p1_build_checklist
PJ_P1_Build_Requirement,P1 Creator Requirement quote,D1,Y,Journey;qoa_web;Regression;P1;Build;Requirement;Creator,pj_p1_build_requirement
PJ_P1_Build_Refine,P1 Creator Refine section,D1,Y,Journey;qoa_web;Regression;P1;Build;Refine;Creator,pj_p1_build_refine
PJ_P1_Build_VersionLaunch,P1 Creator Version launch,D1,Y,Journey;qoa_web;Regression;P1;Build;VersionLaunch;Creator,pj_p1_build_versionlaunch
PJ_P1_Build_BaselineBtn,P1 Creator Baseline button,D1,Y,Journey;qoa_web;Regression;P1;Build;BaselineBtn;Creator,pj_p1_build_baselinebtn
PJ_P1_Build_YpadTab,P1 Creator yPAD explorer,D1,Y,Journey;qoa_web;Regression;P1;Build;YpadTab;Creator,pj_p1_build_ypadtab
PJ_P1_Build_CycleHistory,P1 Creator Cycle history,D1,Y,Journey;qoa_web;Regression;P1;Build;CycleHistory;Creator,pj_p1_build_cyclehistory
PJ_P1_Build_AiToggle,P1 Creator AI toggle label,D1,Y,Journey;qoa_web;Regression;P1;Build;AiToggle;Creator,pj_p1_build_aitoggle
PJ_P2_Build_ChatInput,P2 Creator Build chat visible,D2,Y,Journey;qoa_web;Regression;P2;Build;ChatInput;Creator,pj_p2_build_chatinput
PJ_P2_Build_Budget,P2 Creator Budget block,D2,Y,Journey;qoa_web;Regression;P2;Build;Budget;Creator,pj_p2_build_budget
PJ_P2_Build_Checklist,P2 Creator Build checklist,D2,Y,Journey;qoa_web;Regression;P2;Build;Checklist;Creator,pj_p2_build_checklist
PJ_P2_Build_Requirement,P2 Creator Requirement quote,D2,Y,Journey;qoa_web;Regression;P2;Build;Requirement;Creator,pj_p2_build_requirement
PJ_P2_Build_Refine,P2 Creator Refine section,D2,Y,Journey;qoa_web;Regression;P2;Build;Refine;Creator,pj_p2_build_refine
PJ_P2_Build_VersionLaunch,P2 Creator Version launch,D2,Y,Journey;qoa_web;Regression;P2;Build;VersionLaunch;Creator,pj_p2_build_versionlaunch
PJ_P2_Build_BaselineBtn,P2 Creator Baseline button,D2,Y,Journey;qoa_web;Regression;P2;Build;BaselineBtn;Creator,pj_p2_build_baselinebtn
PJ_P2_Build_YpadTab,P2 Creator yPAD explorer,D2,Y,Journey;qoa_web;Regression;P2;Build;YpadTab;Creator,pj_p2_build_ypadtab
PJ_P2_Build_CycleHistory,P2 Creator Cycle history,D2,Y,Journey;qoa_web;Regression;P2;Build;CycleHistory;Creator,pj_p2_build_cyclehistory
PJ_P2_Build_AiToggle,P2 Creator AI toggle label,D2,Y,Journey;qoa_web;Regression;P2;Build;AiToggle;Creator,pj_p2_build_aitoggle
PJ_P5_Build_ChatInput,P5 Creator Build chat visible,D5,Y,Journey;qoa_web;Regression;P5;Build;ChatInput;Creator,pj_p5_build_chatinput
PJ_P5_Build_Budget,P5 Creator Budget block,D5,Y,Journey;qoa_web;Regression;P5;Build;Budget;Creator,pj_p5_build_budget
PJ_P5_Build_Checklist,P5 Creator Build checklist,D5,Y,Journey;qoa_web;Regression;P5;Build;Checklist;Creator,pj_p5_build_checklist
PJ_P5_Build_Requirement,P5 Creator Requirement quote,D5,Y,Journey;qoa_web;Regression;P5;Build;Requirement;Creator,pj_p5_build_requirement
PJ_P5_Build_Refine,P5 Creator Refine section,D5,Y,Journey;qoa_web;Regression;P5;Build;Refine;Creator,pj_p5_build_refine
PJ_P5_Build_VersionLaunch,P5 Creator Version launch,D5,Y,Journey;qoa_web;Regression;P5;Build;VersionLaunch;Creator,pj_p5_build_versionlaunch
PJ_P5_Build_BaselineBtn,P5 Creator Baseline button,D5,Y,Journey;qoa_web;Regression;P5;Build;BaselineBtn;Creator,pj_p5_build_baselinebtn
PJ_P5_Build_YpadTab,P5 Creator yPAD explorer,D5,Y,Journey;qoa_web;Regression;P5;Build;YpadTab;Creator,pj_p5_build_ypadtab
PJ_P5_Build_CycleHistory,P5 Creator Cycle history,D5,Y,Journey;qoa_web;Regression;P5;Build;CycleHistory;Creator,pj_p5_build_cyclehistory
PJ_P5_Build_AiToggle,P5 Creator AI toggle label,D5,Y,Journey;qoa_web;Regression;P5;Build;AiToggle;Creator,pj_p5_build_aitoggle
PJ_P6_Build_ChatInput,P6 Creator Build chat visible,D6,Y,Journey;qoa_web;Regression;P6;Build;ChatInput;Creator,pj_p6_build_chatinput
PJ_P6_Build_Budget,P6 Creator Budget block,D6,Y,Journey;qoa_web;Regression;P6;Build;Budget;Creator,pj_p6_build_budget
PJ_P6_Build_Checklist,P6 Creator Build checklist,D6,Y,Journey;qoa_web;Regression;P6;Build;Checklist;Creator,pj_p6_build_checklist
PJ_P6_Build_Requirement,P6 Creator Requirement quote,D6,Y,Journey;qoa_web;Regression;P6;Build;Requirement;Creator,pj_p6_build_requirement
PJ_P6_Build_Refine,P6 Creator Refine section,D6,Y,Journey;qoa_web;Regression;P6;Build;Refine;Creator,pj_p6_build_refine
PJ_P6_Build_VersionLaunch,P6 Creator Version launch,D6,Y,Journey;qoa_web;Regression;P6;Build;VersionLaunch;Creator,pj_p6_build_versionlaunch
PJ_P6_Build_BaselineBtn,P6 Creator Baseline button,D6,Y,Journey;qoa_web;Regression;P6;Build;BaselineBtn;Creator,pj_p6_build_baselinebtn
PJ_P6_Build_YpadTab,P6 Creator yPAD explorer,D6,Y,Journey;qoa_web;Regression;P6;Build;YpadTab;Creator,pj_p6_build_ypadtab
PJ_P6_Build_CycleHistory,P6 Creator Cycle history,D6,Y,Journey;qoa_web;Regression;P6;Build;CycleHistory;Creator,pj_p6_build_cyclehistory
PJ_P6_Build_AiToggle,P6 Creator AI toggle label,D6,Y,Journey;qoa_web;Regression;P6;Build;AiToggle;Creator,pj_p6_build_aitoggle
PJ_P7_Build_ChatInput,P7 Creator Build chat visible,D7,Y,Journey;qoa_web;Regression;P7;Build;ChatInput;Creator,pj_p7_build_chatinput
PJ_P7_Build_Budget,P7 Creator Budget block,D7,Y,Journey;qoa_web;Regression;P7;Build;Budget;Creator,pj_p7_build_budget
PJ_P7_Build_Checklist,P7 Creator Build checklist,D7,Y,Journey;qoa_web;Regression;P7;Build;Checklist;Creator,pj_p7_build_checklist
PJ_P7_Build_Requirement,P7 Creator Requirement quote,D7,Y,Journey;qoa_web;Regression;P7;Build;Requirement;Creator,pj_p7_build_requirement
PJ_P7_Build_Refine,P7 Creator Refine section,D7,Y,Journey;qoa_web;Regression;P7;Build;Refine;Creator,pj_p7_build_refine
PJ_P7_Build_VersionLaunch,P7 Creator Version launch,D7,Y,Journey;qoa_web;Regression;P7;Build;VersionLaunch;Creator,pj_p7_build_versionlaunch
PJ_P7_Build_BaselineBtn,P7 Creator Baseline button,D7,Y,Journey;qoa_web;Regression;P7;Build;BaselineBtn;Creator,pj_p7_build_baselinebtn
PJ_P7_Build_YpadTab,P7 Creator yPAD explorer,D7,Y,Journey;qoa_web;Regression;P7;Build;YpadTab;Creator,pj_p7_build_ypadtab
PJ_P7_Build_CycleHistory,P7 Creator Cycle history,D7,Y,Journey;qoa_web;Regression;P7;Build;CycleHistory;Creator,pj_p7_build_cyclehistory
PJ_P7_Build_AiToggle,P7 Creator AI toggle label,D7,Y,Journey;qoa_web;Regression;P7;Build;AiToggle;Creator,pj_p7_build_aitoggle
PJ_P9_Build_ChatInput,P9 Creator Build chat visible,D9,Y,Journey;qoa_web;Regression;P9;Build;ChatInput;Creator,pj_p9_build_chatinput
PJ_P9_Build_Budget,P9 Creator Budget block,D9,Y,Journey;qoa_web;Regression;P9;Build;Budget;Creator,pj_p9_build_budget
PJ_P9_Build_Checklist,P9 Creator Build checklist,D9,Y,Journey;qoa_web;Regression;P9;Build;Checklist;Creator,pj_p9_build_checklist
PJ_P9_Build_Requirement,P9 Creator Requirement quote,D9,Y,Journey;qoa_web;Regression;P9;Build;Requirement;Creator,pj_p9_build_requirement
PJ_P9_Build_Refine,P9 Creator Refine section,D9,Y,Journey;qoa_web;Regression;P9;Build;Refine;Creator,pj_p9_build_refine
PJ_P9_Build_VersionLaunch,P9 Creator Version launch,D9,Y,Journey;qoa_web;Regression;P9;Build;VersionLaunch;Creator,pj_p9_build_versionlaunch
PJ_P9_Build_BaselineBtn,P9 Creator Baseline button,D9,Y,Journey;qoa_web;Regression;P9;Build;BaselineBtn;Creator,pj_p9_build_baselinebtn
PJ_P9_Build_YpadTab,P9 Creator yPAD explorer,D9,Y,Journey;qoa_web;Regression;P9;Build;YpadTab;Creator,pj_p9_build_ypadtab
PJ_P9_Build_CycleHistory,P9 Creator Cycle history,D9,Y,Journey;qoa_web;Regression;P9;Build;CycleHistory;Creator,pj_p9_build_cyclehistory
PJ_P9_Build_AiToggle,P9 Creator AI toggle label,D9,Y,Journey;qoa_web;Regression;P9;Build;AiToggle;Creator,pj_p9_build_aitoggle
PJ_P2_Hunt_JoinBtn,P2 Hunter JoinBtn,D2,Y,Journey;qoa_web;Regression;P2;QA_Hunter;JoinBtn,pj_p2_hunt_joinbtn
PJ_P2_Hunt_HuntEvidence,P2 Hunter HuntEvidence,D2,Y,Journey;qoa_web;Regression;P2;QA_Hunter;HuntEvidence,pj_p2_hunt_huntevidence
PJ_P2_Hunt_HuntRecord,P2 Hunter HuntRecord,D2,Y,Journey;qoa_web;Regression;P2;QA_Hunter;HuntRecord,pj_p2_hunt_huntrecord
PJ_P2_Hunt_ConsultantPanel,P2 Hunter ConsultantPanel,D2,Y,Journey;qoa_web;Regression;P2;QA_Hunter;ConsultantPanel,pj_p2_hunt_consultantpanel
PJ_P2_Hunt_TierBanner,P2 Hunter TierBanner,D2,Y,Journey;qoa_web;Regression;P2;QA_Hunter;TierBanner,pj_p2_hunt_tierbanner
PJ_P3_Hunt_JoinBtn,P3 Hunter JoinBtn,D3,Y,Journey;qoa_web;Regression;P3;QA_Hunter;JoinBtn,pj_p3_hunt_joinbtn
PJ_P3_Hunt_HuntEvidence,P3 Hunter HuntEvidence,D3,Y,Journey;qoa_web;Regression;P3;QA_Hunter;HuntEvidence,pj_p3_hunt_huntevidence
PJ_P3_Hunt_HuntRecord,P3 Hunter HuntRecord,D3,Y,Journey;qoa_web;Regression;P3;QA_Hunter;HuntRecord,pj_p3_hunt_huntrecord
PJ_P3_Hunt_ConsultantPanel,P3 Hunter ConsultantPanel,D3,Y,Journey;qoa_web;Regression;P3;QA_Hunter;ConsultantPanel,pj_p3_hunt_consultantpanel
PJ_P3_Hunt_TierBanner,P3 Hunter TierBanner,D3,Y,Journey;qoa_web;Regression;P3;QA_Hunter;TierBanner,pj_p3_hunt_tierbanner
PJ_P4_Hunt_JoinBtn,P4 Hunter JoinBtn,D4,Y,Journey;qoa_web;Regression;P4;QA_Hunter;JoinBtn,pj_p4_hunt_joinbtn
PJ_P4_Hunt_HuntEvidence,P4 Hunter HuntEvidence,D4,Y,Journey;qoa_web;Regression;P4;QA_Hunter;HuntEvidence,pj_p4_hunt_huntevidence
PJ_P4_Hunt_HuntRecord,P4 Hunter HuntRecord,D4,Y,Journey;qoa_web;Regression;P4;QA_Hunter;HuntRecord,pj_p4_hunt_huntrecord
PJ_P4_Hunt_ConsultantPanel,P4 Hunter ConsultantPanel,D4,Y,Journey;qoa_web;Regression;P4;QA_Hunter;ConsultantPanel,pj_p4_hunt_consultantpanel
PJ_P4_Hunt_TierBanner,P4 Hunter TierBanner,D4,Y,Journey;qoa_web;Regression;P4;QA_Hunter;TierBanner,pj_p4_hunt_tierbanner
PJ_P6_Hunt_JoinBtn,P6 Hunter JoinBtn,D6,Y,Journey;qoa_web;Regression;P6;QA_Hunter;JoinBtn,pj_p6_hunt_joinbtn
PJ_P6_Hunt_HuntEvidence,P6 Hunter HuntEvidence,D6,Y,Journey;qoa_web;Regression;P6;QA_Hunter;HuntEvidence,pj_p6_hunt_huntevidence
PJ_P6_Hunt_HuntRecord,P6 Hunter HuntRecord,D6,Y,Journey;qoa_web;Regression;P6;QA_Hunter;HuntRecord,pj_p6_hunt_huntrecord
PJ_P6_Hunt_ConsultantPanel,P6 Hunter ConsultantPanel,D6,Y,Journey;qoa_web;Regression;P6;QA_Hunter;ConsultantPanel,pj_p6_hunt_consultantpanel
PJ_P6_Hunt_TierBanner,P6 Hunter TierBanner,D6,Y,Journey;qoa_web;Regression;P6;QA_Hunter;TierBanner,pj_p6_hunt_tierbanner
PJ_P8_Hunt_JoinBtn,P8 Hunter JoinBtn,D8,Y,Journey;qoa_web;Regression;P8;QA_Hunter;JoinBtn,pj_p8_hunt_joinbtn
PJ_P8_Hunt_HuntEvidence,P8 Hunter HuntEvidence,D8,Y,Journey;qoa_web;Regression;P8;QA_Hunter;HuntEvidence,pj_p8_hunt_huntevidence
PJ_P8_Hunt_HuntRecord,P8 Hunter HuntRecord,D8,Y,Journey;qoa_web;Regression;P8;QA_Hunter;HuntRecord,pj_p8_hunt_huntrecord
PJ_P8_Hunt_ConsultantPanel,P8 Hunter ConsultantPanel,D8,Y,Journey;qoa_web;Regression;P8;QA_Hunter;ConsultantPanel,pj_p8_hunt_consultantpanel
PJ_P8_Hunt_TierBanner,P8 Hunter TierBanner,D8,Y,Journey;qoa_web;Regression;P8;QA_Hunter;TierBanner,pj_p8_hunt_tierbanner
