Type,DataName,D1,D2,D3,D4,D5,D6,D7,D8,D9
UI,gonogo_section_expected,Launch readiness — Go / No-Go,Launch readiness — Go / No-Go,Launch readiness — Go / No-Go,Launch readiness — Go / No-Go,Launch readiness — Go / No-Go,Launch readiness — Go / No-Go,Launch readiness — Go / No-Go,Launch readiness — Go / No-Go,Launch readiness — Go / No-Go
UI,xp_heading_expected,XP & value — Creator,XP & value — Creator,XP & value — Creator,XP & value — Creator,XP & value — Creator,XP & value — Creator,XP & value — Creator,XP & value — Creator,XP & value — Creator
UI,avatar_creator_label_expected,Creator,Creator,Creator,Creator,Creator,Creator,Creator,Creator,Creator
UI,avatar_hunter_label_expected,QA Hunter,QA Hunter,QA Hunter,QA Hunter,QA Hunter,QA Hunter,QA Hunter,QA Hunter,QA Hunter
UI,nalanda_heading_locator,css=#panel-nalanda h2,css=#panel-nalanda h2,css=#panel-nalanda h2,css=#panel-nalanda h2,css=#panel-nalanda h2,css=#panel-nalanda h2,css=#panel-nalanda h2,css=#panel-nalanda h2,css=#panel-nalanda h2
UI,nalanda_heading_expected,Nalanda — free knowledge community,Nalanda — free knowledge community,Nalanda — free knowledge community,Nalanda — free knowledge community,Nalanda — free knowledge community,Nalanda — free knowledge community,Nalanda — free knowledge community,Nalanda — free knowledge community,Nalanda — free knowledge community
UI,nav_nalanda_btn,css=.phase-btn[data-phase='nalanda'],css=.phase-btn[data-phase='nalanda'],css=.phase-btn[data-phase='nalanda'],css=.phase-btn[data-phase='nalanda'],css=.phase-btn[data-phase='nalanda'],css=.phase-btn[data-phase='nalanda'],css=.phase-btn[data-phase='nalanda'],css=.phase-btn[data-phase='nalanda'],css=.phase-btn[data-phase='nalanda']
UI,avatar_nalanda_label_expected,Nalanda,Nalanda,Nalanda,Nalanda,Nalanda,Nalanda,Nalanda,Nalanda,Nalanda
UI,signin_profiles_heading_locator,css=#signin-profiles-heading,css=#signin-profiles-heading,css=#signin-profiles-heading,css=#signin-profiles-heading,css=#signin-profiles-heading,css=#signin-profiles-heading,css=#signin-profiles-heading,css=#signin-profiles-heading,css=#signin-profiles-heading
UI,signin_profiles_heading_expected,Try demo — test profiles,Try demo — test profiles,Try demo — test profiles,Try demo — test profiles,Try demo — test profiles,Try demo — test profiles,Try demo — test profiles,Try demo — test profiles,Try demo — test profiles
UI,version_launch_section_locator,css=#version-compare-block h3,css=#version-compare-block h3,css=#version-compare-block h3,css=#version-compare-block h3,css=#version-compare-block h3,css=#version-compare-block h3,css=#version-compare-block h3,css=#version-compare-block h3,css=#version-compare-block h3
UI,version_launch_section_expected,Version compare — old vs new,Version compare — old vs new,Version compare — old vs new,Version compare — old vs new,Version compare — old vs new,Version compare — old vs new,Version compare — old vs new,Version compare — old vs new,Version compare — old vs new
UI,version_baseline_btn_locator,css=#btn-snapshot-baseline,css=#btn-snapshot-baseline,css=#btn-snapshot-baseline,css=#btn-snapshot-baseline,css=#btn-snapshot-baseline,css=#btn-snapshot-baseline,css=#btn-snapshot-baseline,css=#btn-snapshot-baseline,css=#btn-snapshot-baseline
UI,version_baseline_btn_expected,Save latest Verify as baseline,Save latest Verify as baseline,Save latest Verify as baseline,Save latest Verify as baseline,Save latest Verify as baseline,Save latest Verify as baseline,Save latest Verify as baseline,Save latest Verify as baseline,Save latest Verify as baseline
UI,hunt_evidence_heading_locator,css=#hunt-evidence h3,css=#hunt-evidence h3,css=#hunt-evidence h3,css=#hunt-evidence h3,css=#hunt-evidence h3,css=#hunt-evidence h3,css=#hunt-evidence h3,css=#hunt-evidence h3,css=#hunt-evidence h3
UI,hunt_evidence_heading_expected,Hunt evidence,Hunt evidence,Hunt evidence,Hunt evidence,Hunt evidence,Hunt evidence,Hunt evidence,Hunt evidence,Hunt evidence
UI,add_project_modal_title_locator,css=#add-project-modal h2,css=#add-project-modal h2,css=#add-project-modal h2,css=#add-project-modal h2,css=#add-project-modal h2,css=#add-project-modal h2,css=#add-project-modal h2,css=#add-project-modal h2,css=#add-project-modal h2
UI,add_project_modal_title_expected,Add challenge,Add challenge,Add challenge,Add challenge,Add challenge,Add challenge,Add challenge,Add challenge,Add challenge
UI,admin_url,http://127.0.0.1:8765/admin,http://127.0.0.1:8765/admin,http://127.0.0.1:8765/admin,http://127.0.0.1:8765/admin,http://127.0.0.1:8765/admin,http://127.0.0.1:8765/admin,http://127.0.0.1:8765/admin,http://127.0.0.1:8765/admin,http://127.0.0.1:8765/admin
UI,admin_ecosystem_heading_locator,css=#admin-ecosystem h2,css=#admin-ecosystem h2,css=#admin-ecosystem h2,css=#admin-ecosystem h2,css=#admin-ecosystem h2,css=#admin-ecosystem h2,css=#admin-ecosystem h2,css=#admin-ecosystem h2,css=#admin-ecosystem h2
UI,admin_ecosystem_heading_expected,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem
